Year,Subject,Topic,Difficulty,Question Text,Option A,Option B,Option C,Option D,Correct Answer (0-3),Correct Answer Text,Explanation
"2024","Polity","Federal System & Center-State Relations (Legislative, Admin, Financial)","Hard","Consider the following statements regarding the powers of the Governor:
1. The Governor can reserve a bill for the President's consideration even if it is not unconstitutional.
2. The Governor acts as a link between the Union Government and the State Government.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements are correct regarding the powers of the Governor."
"2024","Polity","Emergency Provisions (National, State, Financial)","Hard","Consider the following statements regarding the impact of a National Emergency on the distribution of financial resources between the Union and the States:
1. The President can modify the constitutional provisions regarding the distribution of revenues.
2. Such modifications continue to operate until the end of the financial year in which the Emergency ceases to operate.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements accurately describe the impact on financial resource distribution during a National Emergency."
"2024","Polity","Prime Minister & Council of Ministers","Hard","Consider the following statements regarding the Attorney General of India:
1. He is the highest law officer in the country.
2. He is a member of the Cabinet.
3. He has the right to speak in the Parliament.
Which of the statements given above is/are correct?","1 and 2 only","1 and 3 only","2 and 3 only","1, 2 and 3",1,"1 and 3 only","The Attorney General is not a member of the Cabinet."
"2024","Polity","Parliament: Sessions, Motions, Bills, Committees, Budget","Hard","Consider the following statements regarding the Public Accounts Committee (PAC):
1. The Chairman of the PAC is appointed by the Speaker of the Lok Sabha.
2. The PAC examines the reports of the Comptroller and Auditor General of India (CAG) on the accounts of the Union and State governments.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements are correct about the PAC."
"2024","Polity","Supreme Court: Jurisdiction, Judicial Review, judicial Activism","Hard","Consider the following statements regarding the writ jurisdiction of the Supreme Court:
1. It is wider than that of the High Courts.
2. It can be invoked only for the enforcement of Fundamental Rights.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",1,"2 only","The writ jurisdiction of the Supreme Court is narrower than that of High Courts, and only for Fundamental Rights."
"2024","Polity","Governor: Powers, Discretionary Role, Center's Agent","Hard","If a bill passed by the State Legislature is reserved by the Governor for the consideration of the President, what is the next step?","The President must give assent to the bill.","The President can either give assent or withhold assent to the bill.","The President must return the bill to the State Legislature for reconsideration.","The bill automatically becomes law after six months.",1,"The President can either give assent or withhold assent to the bill.","The President has the power to assent or withhold assent."
"2024","Polity","State Legislature & Chief Minister","Hard","Consider the following statements regarding the composition of the State Legislative Council:
1. Not more than 1/6th of the total members are nominated by the Governor.
2. 1/3rd are elected by members of local bodies.
3. 1/12th are elected by graduates residing in the State.
Which of the statements given above is/are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All statements accurately reflect the composition of the Legislative Council."
"2024","Polity","High Courts & Subordinate Courts","Hard","Which of the following statements accurately describes the relationship between High Courts and the Supreme Court regarding advisory jurisdiction?
","High Courts possess advisory jurisdiction similar to the Supreme Court under Article 143.","High Courts can offer advisory opinions to the Governor of the state on matters of public importance.","Only the Supreme Court has advisory jurisdiction; High Courts do not.","High Courts can request advisory opinions from the Supreme Court on complex legal matters.",2,"Only the Supreme Court has advisory jurisdiction; High Courts do not.","Only the Supreme Court has advisory jurisdiction under Article 143."
"2024","Polity","Panchayati Raj Institutions (73rd Amendment) & Municipalities (74th Amendment)","Hard","Consider the following statements regarding Metropolitan Planning Committees:
1. They are constituted under the 74th Amendment.
2. They prepare draft development plans for metropolitan areas.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements are correct regarding Metropolitan Planning Committees."
"2024","Polity","Constitutional Bodies: ECI, UPSC, SPSC, Finance Commission, CAG, NCSC, NCST","Hard","Which of the following statements is correct regarding the National Commission for Scheduled Castes (NCSC)?","It is a statutory body established by an Act of Parliament.","It has the power to investigate all matters relating to the safeguards provided for the Scheduled Castes under the Constitution.","It can only make recommendations to the government, which are not binding.","The Chairperson of the NCSC must be a retired judge of the Supreme Court.",1,"It has the power to investigate all matters relating to the safeguards provided for the Scheduled Castes under the Constitution.","NCSC has the power to investigate matters relating to safeguards for SCs."
"2024","Polity","General","Hard","Consider the following statements regarding the Speaker of the Lok Sabha:
1. The Speaker's salary and allowances are charged on the Consolidated Fund of India and are not subject to the annual vote of Parliament.
2. The Speaker can be removed by a resolution passed by a majority of all the then members of the Lok Sabha.
3. While a resolution for his removal is under consideration, the Speaker cannot preside at the sitting of the House, but he can speak and take part in its proceedings.","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All three statements are correct as per the provisions laid out in Articles 94, 95, and 96 of the Indian Constitution regarding the Speaker of the Lok Sabha."
"2023","Polity","Constitutional Amendments","Hard","Consider the following statements:
1. In India, imprisonment cannot be imposed on a citizen for failing to discharge certain contractual obligations.
2. No person can be arrested or detained in custody without being informed of the grounds for such arrest.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Statement 1 is correct. Article 21 prohibits imprisonment for failing to discharge contractual obligations. Statement 2 is correct. Article 22(1) mandates that no person can be arrested without being informed of the grounds for such arrest."
"2023","Polity","Parliament","Hard","Consider the following statements:
1. The Constitution of India classifies ministers into four ranks i.e., Cabinet Minister, Minister of State with Independent Charge, Minister of State and Deputy Minister.
2. The total number of ministers in the Union Government, including the Prime Minister, shall not exceed 15 percent of the total number of members of the Lok Sabha.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",1,"2 only","Statement 1 is incorrect as the Constitution does not classify ministers into ranks. Statement 2 is correct as per the 91st Constitutional Amendment Act."
"2023","Polity","Panchayati Raj","Hard","Consider the following statements about the functions of the Election Commission of India:
1. The Election Commission conducts elections for the Parliament, State Legislatures, Municipal Corporations and Panchayats.
2. The Election Commission prepares and maintains the electoral rolls.
3. The Election Commission adjudicates election disputes.
4. The Election Commission lays down the code of conduct for the parties and the candidates during elections.
Which of the statements given above are correct?","1, 2 and 3","2, 3 and 4","1, 2 and 4","1, 3 and 4",2,"1, 2 and 4","Statement 1 is incorrect as the Election Commission does not conduct elections for Municipal Corporations and Panchayats. Statement 3 is incorrect as the Election Commission does not adjudicate election disputes."
"2023","Polity","Historical Background (Regulating Act 1773 to Independence Act 1947)","Hard","Which of the following Acts empowered the Governor-General to issue ordinances?","Regulating Act, 1773","Pitt's India Act, 1784","Charter Act, 1833","Indian Councils Act, 1861",3,"Indian Councils Act, 1861","The Indian Councils Act of 1861 empowered the Governor-General to issue ordinances."
"2023","Polity","Making of the Constitution & Salient Features","Hard","Consider the following statements regarding the Preamble to the Constitution of India:
1. The Preamble is not enforceable in any court of law.
2. The Preamble indicates the source from which the Constitution derives its authority.
3. The Preamble states the objectives which the Constitution seeks to establish and promote.
Which of the statements given above is/are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All three statements accurately describe the Preamble's nature and function."
"2023","Polity","Preamble: Keywords and Significance","Hard","The concept of 'Fraternity' in the Preamble primarily aims to promote:","National Unity and Integrity","Economic Equality","Social Justice","Political Stability",0,"National Unity and Integrity","Fraternity in the Preamble aims to promote National Unity and Integrity."
"2023","Polity","Union & Territory (Articles 1-4) & Citizenship (Articles 5-11)","Hard","Consider the following statements regarding Article 3 of the Indian Constitution:
1. A bill contemplating the changes under Article 3 can be introduced only in the Lok Sabha.
2. Prior recommendation of the President is required for introducing such a bill.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",1,"2 only","The bill can be introduced in either house, but requires the President's recommendation."
"2023","Polity","Fundamental Rights (Articles 12-35) - Writs, Restrictions, Case Laws","Hard","Which of the following statements is correct regarding the writ of Prohibition?","It is issued to direct a public official to perform a duty.","It is issued to prevent an inferior court from exceeding its jurisdiction.","It is issued to release a person unlawfully detained.","It is issued to question the legality of a person holding a public office.",1,"It is issued to prevent an inferior court from exceeding its jurisdiction.","Prohibition prevents an inferior court from exceeding its jurisdiction."
"2023","Polity","Directive Principles of State Policy (DPSP) & Fundamental Duties","Hard","Which of the following statements is/are correct regarding Fundamental Duties?
1. Fundamental Duties are enforceable through writs.
2. Fundamental Duties were originally a part of the Constitution.
3. Fundamental Duties are applicable only to citizens.","1 only","3 only","1 and 2","2 and 3",1,"3 only","Fundamental Duties are not enforceable and were added later; they apply only to citizens."
"2023","Polity","Directive Principles of State Policy (DPSP) & Fundamental Duties","Hard","Which of the following articles of the Constitution deals with the promotion of international peace and security?","Article 48","Article 49","Article 50","Article 51",3,"Article 51","Article 51 promotes international peace and security."
"2023","Polity","Amendment of the Constitution (Basic Structure Doctrine)","Hard","Which of the following cases directly dealt with the amendability of Fundamental Rights?","Minerva Mills v. Union of India","Golaknath v. State of Punjab","Shankari Prasad v. Union of India","All of the above",3,"All of the above","All mentioned cases dealt with the amendability of Fundamental Rights."
"2023","Polity","Parliamentary System vs Presidential System","Hard","Which of the following best describes the relationship between the executive and legislature in a parliamentary system?","Independent","Interdependent","Mutually exclusive","Completely separate",1,"Interdependent","The executive and legislature are interdependent in a parliamentary system."
"2023","Polity","Federal System & Center-State Relations (Legislative, Admin, Financial)","Hard","Consider the following statements regarding the Goods and Services Tax (GST) Council:
1. It is a constitutional body.
2. It makes recommendations to the Union and State Governments on issues related to GST.
3. Every decision of the GST Council requires a three-fourth majority of the weighted votes of the members present and voting.
Which of the statements given above is/are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All three statements are correct regarding the GST Council."
"2023","Polity","Emergency Provisions (National, State, Financial)","Hard","Consider the following statements regarding Financial Emergency under Article 360 of the Constitution:
1. A proclamation declaring a Financial Emergency must be approved by both Houses of Parliament within two months.
2. During a Financial Emergency, the salaries and allowances of all classes of employees, including Judges of the Supreme Court and High Courts, can be reduced.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements regarding the Financial Emergency are correct as per Article 360."
"2023","Polity","President & Vice-President: Election, Powers, Impeachment","Hard","Consider the following statements regarding the powers of the President of India:
1. The President can declare war or conclude peace, subject to parliamentary approval.
2. The President can nominate members to the Rajya Sabha from amongst persons having special knowledge or practical experience in respect of literature, science, art and social service.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","The President can declare war/peace and nominate Rajya Sabha members."
"2023","Polity","Prime Minister & Council of Ministers","Hard","Consider the following statements regarding the role of the Cabinet Secretariat:
1. It provides secretarial assistance to the Cabinet and its committees.
2. It deals with the allocation of portfolios to Ministers.
3. It is responsible for the smooth transaction of business in the Parliament.
Which of the statements given above is/are correct?","1 and 2 only","1 and 3 only","2 and 3 only","1, 2 and 3",0,"1 and 2 only","The Cabinet Secretariat does not directly handle parliamentary business."
"2023","Polity","Parliament: Sessions, Motions, Bills, Committees, Budget","Hard","Consider the following statements:
1. Attorney General of India can participate in the proceedings of the Parliament.
2. Attorney General of India can vote in the Parliament.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",0,"1 only","The Attorney General can participate but cannot vote."
"2023","Polity","Supreme Court: Jurisdiction, Judicial Review, judicial Activism","Hard","Which of the following statements accurately describes the advisory jurisdiction of the Supreme Court?
1. It is binding on the President.
2. It can be exercised on any question of law or fact of public importance.
Select the correct answer using the code given below:","1 only","2 only","Both 1 and 2","Neither 1 nor 2",1,"2 only","The advisory jurisdiction is not binding, but can be exercised on questions of law/fact."
"2023","Polity","Governor: Powers, Discretionary Role, Center's Agent","Hard","Which of the following situations allows the Governor to exercise his/her discretionary power in appointing the Chief Minister?
","When a single party wins an absolute majority in the Legislative Assembly.","When a coalition government is formed with a pre-election alliance.","When no single party or coalition commands a clear majority after the election.","When the Chief Minister resigns due to personal reasons.",3,"When the Chief Minister resigns due to personal reasons.","Governor uses discretion when no party has a clear majority."
"2023","Polity","State Legislature & Chief Minister","Hard","Which of the following statements is/are correct regarding the State Legislature?
1. A bill pending in the Legislature of a State shall lapse by reason of prorogation.
2. A bill pending in the Legislative Council of a State, which has not been passed by the Legislative Assembly, shall not lapse on dissolution of the Assembly.
Select the correct answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2",1,"2 only","A bill lapses on prorogation, but not on dissolution if only in the Council."
"2023","Polity","High Courts & Subordinate Courts","Hard","Consider the following statements regarding the jurisdiction of High Courts in India:
1. A High Court can issue writs to any person or authority within its territorial jurisdiction.
2. A High Court can transfer cases from subordinate courts to itself if it involves a substantial question of law.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","High Courts can issue writs within their jurisdiction and transfer cases with substantial legal questions."
"2023","Polity","Panchayati Raj Institutions (73rd Amendment) & Municipalities (74th Amendment)","Hard","Which schedule of the Indian Constitution deals with the powers, authority and responsibilities of Panchayats?","Ninth Schedule","Tenth Schedule","Eleventh Schedule","Twelfth Schedule",2,"Eleventh Schedule","The Eleventh Schedule lists the powers of the Panchayats."
"2023","Polity","Constitutional Bodies: ECI, UPSC, SPSC, Finance Commission, CAG, NCSC, NCST","Hard","The Finance Commission is constituted under Article 280 of the Constitution. Which of the following functions is/are performed by the Finance Commission? 1. Distribution of net proceeds of taxes between the Union and the States. 2. Determining the principles which should govern the grants-in-aid to the States out of the Consolidated Fund of India. 3. Recommending measures to augment the Consolidated Fund of a State to supplement the resources of the Panchayats in the State. Select the correct answer using the code given below:","1 only","2 and 3 only","1 and 2 only","1, 2 and 3",3,"1, 2 and 3","All three statements accurately describe the functions of the Finance Commission."
"2023","Polity","Constitutional Bodies: ECI, UPSC, SPSC, Finance Commission, CAG, NCSC, NCST","Hard","Consider the following statements regarding the National Commission for Scheduled Tribes (NCST): 1. The NCST was established by amending Article 338 of the Constitution. 2. The NCST presents its annual reports to the President. 3. The NCST has the power to investigate all matters relating to the safeguards provided for the Scheduled Tribes under the Constitution. Which of the statements given above is/are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",1,"2 and 3 only","NCST was established by Article 338A, not amending 338."
"2023","Polity","General","Hard","With reference to Finance Bills in India, which of the following statements is/are correct?
1. When the Lok Sabha transmits a Finance Bill to the Rajya Sabha, it can amend or reject the Bill.
2. When the Lok Sabha transmits a Money Bill to the Rajya Sabha, it cannot amend or reject the Bill, it can only make recommendations.
3. In the case of a disagreement between the Lok Sabha and the Rajya Sabha, there is no joint sitting for a Money Bill, but a joint sitting becomes necessary for a Finance Bill.","1 only","2 and 3 only","1, 2 and 3","None",1,"2 and 3 only","Statement 1 is incorrect as Rajya Sabha cannot amend or reject a Money Bill, which a Finance Bill (Category A) is; Statement 3 is incorrect as joint sitting is not necessary but an option for a Finance Bill (not a Money Bill)."
"2022","Polity","Historical Background (Regulating Act 1773 to Independence Act 1947)","Hard","Consider the following statements:
1. The Government of India Act, 1919 introduced bicameral legislature at the centre.
2. The Government of India Act, 1935 abolished dyarchy in the provinces.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements are correct regarding the Acts of 1919 and 1935."
"2022","Polity","Making of the Constitution & Salient Features","Hard","Consider the following statements:
1. The Constitution of India has 20 Parts.
2. There are 390 Articles in the Constitution of India.
3. Ninth, Tenth, Eleventh and Twelfth Schedules were added to the Constitution of India by Constitution Amendment Acts.
Which of the statements given above is/are correct?","1 and 2 only","2 and 3 only","3 only","1, 2 and 3",2,"3 only","Only statement 3 is correct; the Constitution has more than 20 parts and 390 articles."
"2022","Polity","Preamble: Keywords and Significance","Hard","Which of the following is NOT explicitly mentioned in the Preamble to the Constitution of India?","Justice","Liberty","Equality","Adult Suffrage",3,"Adult Suffrage","Adult Suffrage is not explicitly mentioned in the Preamble."
"2022","Polity","Union & Territory (Articles 1-4) & Citizenship (Articles 5-11)","Hard","Under which article of the Constitution can Parliament form a new State by separating territory from any State?","Article 1","Article 2","Article 3","Article 4",2,"Article 3","Article 3 allows Parliament to form a new State by separating territory."
"2022","Polity","Fundamental Rights (Articles 12-35) - Writs, Restrictions, Case Laws","Hard","Consider the following statements regarding the writ of Habeas Corpus: 1. It is a remedy against unlawful detention. 2. It can be issued against both public authorities and private individuals. 3. The court examines the legality of the detention. Which of the statements given above are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","All three statements are correct regarding the writ of Habeas Corpus."
"2022","Polity","Directive Principles of State Policy (DPSP) & Fundamental Duties","Hard","Consider the following statements:
1. The Constitution of India defines 'minorities'.
2. The Constitution of India recognizes only religious minorities.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",3,"Neither 1 nor 2","The Constitution does not define 'minorities' and recognizes linguistic minorities as well."
"2022","Polity","Directive Principles of State Policy (DPSP) & Fundamental Duties","Hard","The concept of 'equal justice and free legal aid' is enshrined in which article of the Indian Constitution?","Article 39A","Article 41","Article 43","Article 48A",0,"Article 39A","Article 39A provides for equal justice and free legal aid."
"2022","Polity","Amendment of the Constitution (Basic Structure Doctrine)","Hard","Consider the following statements regarding the Basic Structure doctrine: 1. It limits the power of the Parliament to amend the Constitution. 2. It was first articulated in the Golaknath case. Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",0,"1 only","Only statement 1 is correct; it was articulated in Kesavananda Bharati."
"2022","Polity","Parliamentary System vs Presidential System","Hard","In a presidential system, the President is accountable to:","The Legislature","The Judiciary","The People","The Prime Minister",2,"The People","The President is directly accountable to the people who elected them."
"2022","Polity","Federal System & Center-State Relations (Legislative, Admin, Financial)","Hard","Which of the following are the features of a federal system?
1. Dual government
2. Written constitution
3. Division of powers
4. Supremacy of the constitution
Select the correct answer using the code given below.","1, 2 and 3 only","1, 3 and 4 only","2 and 4 only","1, 2, 3 and 4",3,"1, 2, 3 and 4","All listed options are features of a federal system."
"2022","Polity","Emergency Provisions (National, State, Financial)","Hard","Under which of the following circumstances can the President of India declare a National Emergency?
1. War
2. External Aggression
3. Armed Rebellion
Select the correct answer using the code given below.","1 only","2 and 3 only","1 and 3 only","1, 2 and 3",3,"1, 2 and 3","National Emergency can be declared on grounds of war, external aggression, or armed rebellion."
"2022","Polity","President & Vice-President: Election, Powers, Impeachment","Hard","Which of the following statements is correct regarding the election of the Vice-President of India?
","He is elected by the elected members of both Houses of Parliament.","He is elected by the elected members of the Rajya Sabha only.","He is elected by an electoral college consisting of the members of both Houses of Parliament.","He is elected by the members of the Lok Sabha only.",2,"He is elected by an electoral college consisting of the members of both Houses of Parliament.","The Vice-President is elected by an electoral college of both Houses."
"2022","Polity","Parliament: Sessions, Motions, Bills, Committees, Budget","Hard","Consider the following statements regarding the procedure of 'Motion of Thanks' in the Indian Parliament:
1. It is a motion moved after the President addresses both Houses of Parliament assembled together at the commencement of the first Session after each general election and at the commencement of the first session of each year.
2. Amendments to the Motion of Thanks can be moved.
3. The Motion of Thanks must be passed in the House.
Which of the statements given above are correct?","1 and 2 only","1 and 3 only","2 and 3 only","1, 2 and 3",3,"1, 2 and 3","All three statements are correct regarding the Motion of Thanks."
"2022","Polity","Supreme Court: Jurisdiction, Judicial Review, judicial Activism","Hard","Consider the following statements regarding the Supreme Court of India:
1. It is the guardian of the Constitution.
2. It has the power of judicial review over legislative enactments.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","The Supreme Court is the guardian of the Constitution and has judicial review power."
"2022","Polity","Supreme Court: Jurisdiction, Judicial Review, judicial Activism","Hard","Which of the following statements best describes the term 'judicial overreach'?","The judiciary interfering in the legislative domain.","The judiciary exercising its power of judicial review.","The judiciary interpreting the Constitution.","The judiciary enforcing Fundamental Rights.",0,"The judiciary interfering in the legislative domain.","Judicial overreach is when the judiciary interferes in the legislative domain."
"2022","Polity","Governor: Powers, Discretionary Role, Center's Agent","Hard","Consider the following statements regarding the ordinance-making power of the Governor:
1. The Governor can promulgate an ordinance when the State Legislature is not in session.
2. An ordinance promulgated by the Governor has the same force and effect as an Act of the State Legislature.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements regarding the Governor's ordinance-making power are correct."
"2022","Polity","State Legislature & Chief Minister","Hard","Consider the following statements regarding the Chief Minister of a State:
1. The Chief Minister is appointed by the Governor.
2. The Chief Minister is the head of the State Council of Ministers.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements are correct regarding the Chief Minister."
"2022","Polity","High Courts & Subordinate Courts","Hard","Consider the following statements regarding the removal of a High Court judge:
1. A High Court judge can be removed by the President on the ground of proved misbehaviour or incapacity.
2. A resolution for removing a judge must be passed by a special majority in each House of Parliament.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Removal requires presidential order after a special majority resolution in Parliament."
"2022","Polity","Panchayati Raj Institutions (73rd Amendment) & Municipalities (74th Amendment)","Hard","Consider the following statements regarding the 74th Constitutional Amendment Act:
1. It provides for the constitution of Nagar Panchayats for areas in transition from rural to urban.
2. It mandates the establishment of Metropolitan Planning Committees.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",2,"Both 1 and 2","Both statements accurately reflect provisions of the 74th Amendment."
"2022","Polity","Constitutional Bodies: ECI, UPSC, SPSC, Finance Commission, CAG, NCSC, NCST","Hard","With reference to the Election Commission of India, consider the following statements: 1. The Election Commission of India is a five-member body. 2. Union Ministry of Home Affairs decides the election schedule for the conduct of both general elections and bye-elections. 3. The Election Commission resolves the disputes relating to the split/merger of recognised political parties. Which of the statements given above is/are correct?","1 and 2 only","2 only","2 and 3 only","3 only",3,"3 only","Only statement 3 is correct; ECI is a 3-member body and ECI decides election schedules."
"2022","Polity","Constitutional Bodies: ECI, UPSC, SPSC, Finance Commission, CAG, NCSC, NCST","Hard","The Union Public Service Commission (UPSC) is responsible for:","Conducting examinations for appointment to the services of the Union.","Advising the President on matters relating to recruitment to civil services.","Protecting the merit system in the civil services.","All of the above.",3,"All of the above.","UPSC is responsible for all the mentioned functions."
"2022","Polity","General","Hard","With reference to the Deputy Speaker of Lok Sabha, consider the following statements:
1. As per the Rules of Procedure and Conduct of Business in Lok Sabha, the election of Deputy Speaker shall be held on such date as the Speaker may fix.
2. There is a mandatory provision that the election of a candidate as Deputy Speaker of Lok Sabha shall be from either the principal opposition party or the ruling party.
3. The Deputy Speaker has the same power as that of the Speaker when presiding over the sitting of the House and no appeal lies against his rulings.","1 and 3 only","1, 2 and 3","3 only","1 and 2 only",0,"1 and 3 only","Statement 2 is incorrect as it is a convention, not a mandatory provision, to offer the post to the opposition."
"2021","Polity","Constitutional Bodies","Hard","Consider the following statements:
1. In India, the National Human Rights Commission (NHRC) can inquire into complaints regarding violation of human rights only if the complaint is lodged within one year of the incident.
2. The NHRC is not empowered to inquire into any matter if it is already being looked into by a State Human Rights Commission.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2",3,"Neither 1 nor 2","The NHRC does not have a strict time limit of one year for lodging complaints. It can consider complaints even after one year, depending on the circumstances. The NHRC can inquire into matters already being looked into by a State Human Rights Commission, particularly if it deems the matter to be of significant national importance or if the State Commission is not handling it effectively. Therefore, both statements are incorrect."
